county,office,district,party,candidate,votes
BRANTLEY      ,U.S. House,1,Democrat,JOYCE GRIGGS,769
BRYAN         ,U.S. House,1,Democrat,JOYCE GRIGGS,1161
BULLOCH       ,U.S. House,1,Democrat,JOYCE GRIGGS,3982
CAMDEN        ,U.S. House,1,Democrat,JOYCE GRIGGS,2231
CANDLER       ,U.S. House,1,Democrat,JOYCE GRIGGS,668
CHATHAM       ,U.S. House,1,Democrat,JOYCE GRIGGS,27846
EFFINGHAM     ,U.S. House,1,Democrat,JOYCE GRIGGS,1894
EVANS         ,U.S. House,1,Democrat,JOYCE GRIGGS,767
GLYNN         ,U.S. House,1,Democrat,JOYCE GRIGGS,5854
JENKINS       ,U.S. House,1,Democrat,JOYCE GRIGGS,801
LIBERTY       ,U.S. House,1,Democrat,JOYCE GRIGGS,4080
LONG          ,U.S. House,1,Democrat,JOYCE GRIGGS,590
MCINTOSH      ,U.S. House,1,Democrat,JOYCE GRIGGS,1420
PIERCE        ,U.S. House,1,Democrat,JOYCE GRIGGS,797
SCREVEN       ,U.S. House,1,Democrat,JOYCE GRIGGS,1489
TATTNALL      ,U.S. House,1,Democrat,JOYCE GRIGGS,1102
TOOMBS        ,U.S. House,1,Democrat,JOYCE GRIGGS,1425
WAYNE         ,U.S. House,1,Democrat,JOYCE GRIGGS,1900
BRANTLEY      ,U.S. House,1,Republican,JACK KINGSTON,2848
BRYAN         ,U.S. House,1,Republican,JACK KINGSTON,5544
BULLOCH       ,U.S. House,1,Republican,JACK KINGSTON,10875
CAMDEN        ,U.S. House,1,Republican,JACK KINGSTON,5903
CANDLER       ,U.S. House,1,Republican,JACK KINGSTON,1766
CHATHAM       ,U.S. House,1,Republican,JACK KINGSTON,47774
EFFINGHAM     ,U.S. House,1,Republican,JACK KINGSTON,8724
EVANS         ,U.S. House,1,Republican,JACK KINGSTON,2044
GLYNN         ,U.S. House,1,Republican,JACK KINGSTON,15771
JENKINS       ,U.S. House,1,Republican,JACK KINGSTON,1258
LIBERTY       ,U.S. House,1,Republican,JACK KINGSTON,5075
LONG          ,U.S. House,1,Republican,JACK KINGSTON,1400
MCINTOSH      ,U.S. House,1,Republican,JACK KINGSTON,2011
PIERCE        ,U.S. House,1,Republican,JACK KINGSTON,3340
SCREVEN       ,U.S. House,1,Republican,JACK KINGSTON,2440
TATTNALL      ,U.S. House,1,Republican,JACK KINGSTON,4028
TOOMBS        ,U.S. House,1,Republican,JACK KINGSTON,4754
WAYNE         ,U.S. House,1,Republican,JACK KINGSTON,6129
BAKER          ,U.S. House,2,Democrat,SANFORD BISHOP,991
BROOKS         ,U.S. House,2,Democrat,SANFORD BISHOP,2424
CALHOUN        ,U.S. House,2,Democrat,SANFORD BISHOP,1484
CHATTAHOOCHEE  ,U.S. House,2,Democrat,SANFORD BISHOP,614
CLAY           ,U.S. House,2,Democrat,SANFORD BISHOP,831
COLQUITT       ,U.S. House,2,Democrat,SANFORD BISHOP,4134
COOK           ,U.S. House,2,Democrat,SANFORD BISHOP,2111
CRISP          ,U.S. House,2,Democrat,SANFORD BISHOP,2968
DECATUR        ,U.S. House,2,Democrat,SANFORD BISHOP,3832
DOUGHERTY      ,U.S. House,2,Democrat,SANFORD BISHOP,18985
EARLY          ,U.S. House,2,Democrat,SANFORD BISHOP,2054
GRADY          ,U.S. House,2,Democrat,SANFORD BISHOP,3307
LEE            ,U.S. House,2,Democrat,SANFORD BISHOP,2672
LOWNDES        ,U.S. House,2,Democrat,SANFORD BISHOP,11149
MACON          ,U.S. House,2,Democrat,SANFORD BISHOP,2816
MARION         ,U.S. House,2,Democrat,SANFORD BISHOP,1248
MILLER         ,U.S. House,2,Democrat,SANFORD BISHOP,1081
MITCHELL       ,U.S. House,2,Democrat,SANFORD BISHOP,3599
QUITMAN        ,U.S. House,2,Democrat,SANFORD BISHOP,534
RANDOLPH       ,U.S. House,2,Democrat,SANFORD BISHOP,1798
SCHLEY         ,U.S. House,2,Democrat,SANFORD BISHOP,557
SEMINOLE       ,U.S. House,2,Democrat,SANFORD BISHOP,1555
STEWART        ,U.S. House,2,Democrat,SANFORD BISHOP,1438
SUMTER         ,U.S. House,2,Democrat,SANFORD BISHOP,5524
TAYLOR         ,U.S. House,2,Democrat,SANFORD BISHOP,1796
TERRELL        ,U.S. House,2,Democrat,SANFORD BISHOP,1772
THOMAS         ,U.S. House,2,Democrat,SANFORD BISHOP,5558
TIFT           ,U.S. House,2,Democrat,SANFORD BISHOP,4634
TURNER         ,U.S. House,2,Democrat,SANFORD BISHOP,1522
WEBSTER        ,U.S. House,2,Democrat,SANFORD BISHOP,581
WORTH          ,U.S. House,2,Democrat,SANFORD BISHOP,2861
BAKER          ,U.S. House,2,Republican,DYLAN GLENN,494
BROOKS         ,U.S. House,2,Republican,DYLAN GLENN,1917
CALHOUN        ,U.S. House,2,Republican,DYLAN GLENN,498
CHATTAHOOCHEE  ,U.S. House,2,Republican,DYLAN GLENN,486
CLAY           ,U.S. House,2,Republican,DYLAN GLENN,319
COLQUITT       ,U.S. House,2,Republican,DYLAN GLENN,5538
COOK           ,U.S. House,2,Republican,DYLAN GLENN,1983
CRISP          ,U.S. House,2,Republican,DYLAN GLENN,2413
DECATUR        ,U.S. House,2,Republican,DYLAN GLENN,3423
DOUGHERTY      ,U.S. House,2,Republican,DYLAN GLENN,11308
EARLY          ,U.S. House,2,Republican,DYLAN GLENN,1576
GRADY          ,U.S. House,2,Republican,DYLAN GLENN,3253
LEE            ,U.S. House,2,Republican,DYLAN GLENN,5288
LOWNDES        ,U.S. House,2,Republican,DYLAN GLENN,13759
MACON          ,U.S. House,2,Republican,DYLAN GLENN,1005
MARION         ,U.S. House,2,Republican,DYLAN GLENN,895
MILLER         ,U.S. House,2,Republican,DYLAN GLENN,903
MITCHELL       ,U.S. House,2,Republican,DYLAN GLENN,2569
QUITMAN        ,U.S. House,2,Republican,DYLAN GLENN,204
RANDOLPH       ,U.S. House,2,Republican,DYLAN GLENN,892
SCHLEY         ,U.S. House,2,Republican,DYLAN GLENN,471
SEMINOLE       ,U.S. House,2,Republican,DYLAN GLENN,1136
STEWART        ,U.S. House,2,Republican,DYLAN GLENN,383
SUMTER         ,U.S. House,2,Republican,DYLAN GLENN,3884
TAYLOR         ,U.S. House,2,Republican,DYLAN GLENN,1092
TERRELL        ,U.S. House,2,Republican,DYLAN GLENN,1262
THOMAS         ,U.S. House,2,Republican,DYLAN GLENN,6802
TIFT           ,U.S. House,2,Republican,DYLAN GLENN,5554
TURNER         ,U.S. House,2,Republican,DYLAN GLENN,967
WEBSTER        ,U.S. House,2,Republican,DYLAN GLENN,284
WORTH          ,U.S. House,2,Republican,DYLAN GLENN,3312
CLAYTON     ,U.S. House,3,Democrat,GAIL NOTTI,24063
COWETA      ,U.S. House,3,Democrat,GAIL NOTTI,7694
FAYETTE     ,U.S. House,3,Democrat,GAIL NOTTI,9780
HARRIS      ,U.S. House,3,Democrat,GAIL NOTTI,1673
HENRY       ,U.S. House,3,Democrat,GAIL NOTTI,11413
MERIWETHER  ,U.S. House,3,Democrat,GAIL NOTTI,2959
MUSCOGEE    ,U.S. House,3,Democrat,GAIL NOTTI,23075
PIKE        ,U.S. House,3,Democrat,GAIL NOTTI,1286
SPALDING    ,U.S. House,3,Democrat,GAIL NOTTI,3590
TALBOT      ,U.S. House,3,Democrat,GAIL NOTTI,776
CLAYTON     ,U.S. House,3,Republican,MAC COLLINS,19621
COWETA      ,U.S. House,3,Republican,MAC COLLINS,22787
FAYETTE     ,U.S. House,3,Republican,MAC COLLINS,30880
HARRIS      ,U.S. House,3,Republican,MAC COLLINS,5567
HENRY       ,U.S. House,3,Republican,MAC COLLINS,26682
MERIWETHER  ,U.S. House,3,Republican,MAC COLLINS,3660
MUSCOGEE    ,U.S. House,3,Republican,MAC COLLINS,27832
PIKE        ,U.S. House,3,Republican,MAC COLLINS,3532
SPALDING    ,U.S. House,3,Republican,MAC COLLINS,8739
TALBOT      ,U.S. House,3,Republican,MAC COLLINS,900
DEKALB   ,U.S. House,4,Democrat,CYNTHIA MCKINNEY,129005
GWINNETT ,U.S. House,4,Democrat,CYNTHIA MCKINNEY,10574
DEKALB   ,U.S. House,4,Republican,SUNNY WARREN,79022
