county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Hall,12-Candler,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,442,11,337,94,0
Hall,13-Tadmore,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,172,3,131,38,0
Hall,14-Glade,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,98,2,74,22,0
Hall,15-Lula,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,187,2,161,24,0
Hall,16-Clermont,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,281,6,237,38,0
Hall,17-Quillians,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,238,4,190,44,0
Hall,18-Bark Camp,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,272,8,213,51,0
Hall,19-Murrayville,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,242,4,192,46,0
Hall,20-Chestatee,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,330,6,210,114,0
Hall,21-Fork,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,394,6,294,94,0
Hall,22-Whelchel,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,426,3,302,121,0
Hall,23-West Whelchel,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,651,35,484,132,0
Hall,24-Gainesville I,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,241,8,182,51,0
Hall,25-Gainesville II,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,59,5,43,11,0
Hall,26-Gainesville III,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,125,4,63,58,0
Hall,27-Gainesville IV,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,247,9,162,76,0
Hall,28-Gainesville V,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,127,3,96,28,0
Hall,29-Riverbend,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,135,6,93,36,0
Hall,30-New Holland,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,139,12,94,32,1
Hall,31-Gillsville,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,77,3,66,7,1
Hall,32-Big Hickory,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,458,18,348,92,0
Hall,33-Friendship I,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,460,18,366,76,0
Hall,34-Friendship II,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,235,7,192,36,0
Hall,35-Friendship III,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,200,2,161,37,0
Hall,,Probate Judge,,,BROOK DAVIDSON,7933,245,6058,1622,8
Hall,01-Wilson,Probate Judge,,,BROOK DAVIDSON,282,9,137,136,0
Hall,02-Chicopee,Probate Judge,,,BROOK DAVIDSON,87,2,59,24,2
Hall,03-Oakwood I,Probate Judge,,,BROOK DAVIDSON,140,4,109,26,1
Hall,04-Oakwood II,Probate Judge,,,BROOK DAVIDSON,124,2,95,27,0
Hall,05-Oakwood III,Probate Judge,,,BROOK DAVIDSON,290,4,213,73,0
Hall,06-Flowery Branch I,Probate Judge,,,BROOK DAVIDSON,217,7,160,50,0
Hall,07-Flowery Branch II,Probate Judge,,,BROOK DAVIDSON,152,3,133,16,0
Hall,08-Roberts,Probate Judge,,,BROOK DAVIDSON,203,5,164,33,1
Hall,09-Morgan I,Probate Judge,,,BROOK DAVIDSON,432,8,349,75,0
Hall,10-Morgan II,Probate Judge,,,BROOK DAVIDSON,137,4,95,38,0
Hall,11-Morgan III,Probate Judge,,,BROOK DAVIDSON,333,10,251,72,0
Hall,12-Candler,Probate Judge,,,BROOK DAVIDSON,480,17,374,89,0
Hall,13-Tadmore,Probate Judge,,,BROOK DAVIDSON,188,2,152,34,0
Hall,14-Glade,Probate Judge,,,BROOK DAVIDSON,100,2,85,13,0
Hall,15-Lula,Probate Judge,,,BROOK DAVIDSON,202,3,175,24,0
Hall,16-Clermont,Probate Judge,,,BROOK DAVIDSON,348,6,298,44,0
Hall,17-Quillians,Probate Judge,,,BROOK DAVIDSON,289,11,230,48,0
Hall,18-Bark Camp,Probate Judge,,,BROOK DAVIDSON,259,7,203,49,0
Hall,19-Murrayville,Probate Judge,,,BROOK DAVIDSON,174,1,141,32,0
Hall,20-Chestatee,Probate Judge,,,BROOK DAVIDSON,261,7,184,69,1
Hall,21-Fork,Probate Judge,,,BROOK DAVIDSON,193,5,131,56,1
Hall,22-Whelchel,Probate Judge,,,BROOK DAVIDSON,414,7,313,94,0
Hall,23-West Whelchel,Probate Judge,,,BROOK DAVIDSON,479,30,353,96,0
Hall,24-Gainesville I,Probate Judge,,,BROOK DAVIDSON,219,8,165,45,1
Hall,25-Gainesville II,Probate Judge,,,BROOK DAVIDSON,52,7,35,10,0
Hall,26-Gainesville III,Probate Judge,,,BROOK DAVIDSON,86,3,54,29,0
Hall,27-Gainesville IV,Probate Judge,,,BROOK DAVIDSON,208,7,146,55,0
Hall,28-Gainesville V,Probate Judge,,,BROOK DAVIDSON,111,4,77,30,0
Hall,29-Riverbend,Probate Judge,,,BROOK DAVIDSON,124,7,90,27,0
Hall,30-New Holland,Probate Judge,,,BROOK DAVIDSON,131,11,99,21,0
Hall,31-Gillsville,Probate Judge,,,BROOK DAVIDSON,78,7,63,7,1
Hall,32-Big Hickory,Probate Judge,,,BROOK DAVIDSON,447,20,352,75,0
Hall,33-Friendship I,Probate Judge,,,BROOK DAVIDSON,341,7,280,54,0
Hall,34-Friendship II,Probate Judge,,,BROOK DAVIDSON,169,3,140,26,0
Hall,35-Friendship III,Probate Judge,,,BROOK DAVIDSON,183,5,153,25,0
Hall,,Probate Judge,,,PATTY WALTERS LAINE,10893,355,8167,2365,6
Hall,01-Wilson,Probate Judge,,,PATTY WALTERS LAINE,479,15,231,233,0
Hall,02-Chicopee,Probate Judge,,,PATTY WALTERS LAINE,92,5,73,14,0
Hall,03-Oakwood I,Probate Judge,,,PATTY WALTERS LAINE,151,1,122,28,0
Hall,04-Oakwood II,Probate Judge,,,PATTY WALTERS LAINE,134,2,95,37,0
Hall,05-Oakwood III,Probate Judge,,,PATTY WALTERS LAINE,276,11,201,64,0
Hall,06-Flowery Branch I,Probate Judge,,,PATTY WALTERS LAINE,365,9,304,52,0
Hall,07-Flowery Branch II,Probate Judge,,,PATTY WALTERS LAINE,163,13,135,15,0
Hall,08-Roberts,Probate Judge,,,PATTY WALTERS LAINE,234,10,199,24,1
Hall,09-Morgan I,Probate Judge,,,PATTY WALTERS LAINE,453,12,369,72,0
Hall,10-Morgan II,Probate Judge,,,PATTY WALTERS LAINE,131,0,114,17,0
Hall,11-Morgan III,Probate Judge,,,PATTY WALTERS LAINE,264,10,186,68,0
Hall,12-Candler,Probate Judge,,,PATTY WALTERS LAINE,451,6,343,102,0
Hall,13-Tadmore,Probate Judge,,,PATTY WALTERS LAINE,220,8,162,50,0
Hall,14-Glade,Probate Judge,,,PATTY WALTERS LAINE,149,7,110,32,0
Hall,15-Lula,Probate Judge,,,PATTY WALTERS LAINE,297,10,249,38,0
Hall,16-Clermont,Probate Judge,,,PATTY WALTERS LAINE,442,16,381,45,0
Hall,17-Quillians,Probate Judge,,,PATTY WALTERS LAINE,426,10,342,74,0
Hall,18-Bark Camp,Probate Judge,,,PATTY WALTERS LAINE,357,7,272,78,0
Hall,19-Murrayville,Probate Judge,,,PATTY WALTERS LAINE,325,7,259,58,1
Hall,20-Chestatee,Probate Judge,,,PATTY WALTERS LAINE,385,7,247,131,0
Hall,21-Fork,Probate Judge,,,PATTY WALTERS LAINE,490,4,362,124,0
Hall,22-Whelchel,Probate Judge,,,PATTY WALTERS LAINE,658,25,506,126,1
Hall,23-West Whelchel,Probate Judge,,,PATTY WALTERS LAINE,903,39,669,195,0
Hall,24-Gainesville I,Probate Judge,,,PATTY WALTERS LAINE,364,12,265,86,1
Hall,25-Gainesville II,Probate Judge,,,PATTY WALTERS LAINE,75,4,60,11,0
Hall,26-Gainesville III,Probate Judge,,,PATTY WALTERS LAINE,211,10,107,93,1
Hall,27-Gainesville IV,Probate Judge,,,PATTY WALTERS LAINE,311,12,197,102,0
Hall,28-Gainesville V,Probate Judge,,,PATTY WALTERS LAINE,197,5,140,52,0
Hall,29-Riverbend,Probate Judge,,,PATTY WALTERS LAINE,184,11,114,59,0
Hall,30-New Holland,Probate Judge,,,PATTY WALTERS LAINE,175,13,125,37,0
Hall,31-Gillsville,Probate Judge,,,PATTY WALTERS LAINE,126,5,108,13,0
Hall,32-Big Hickory,Probate Judge,,,PATTY WALTERS LAINE,646,20,510,115,1
Hall,33-Friendship I,Probate Judge,,,PATTY WALTERS LAINE,372,21,290,61,0
Hall,34-Friendship II,Probate Judge,,,PATTY WALTERS LAINE,206,6,170,30,0
Hall,35-Friendship III,Probate Judge,,,PATTY WALTERS LAINE,181,2,150,29,0
Hall,,Sheriff,,,GERALD COUCH,10786,289,8206,2278,13
Hall,01-Wilson,Sheriff,,,GERALD COUCH,354,9,188,157,0
Hall,02-Chicopee,Sheriff,,,GERALD COUCH,84,2,62,18,2
Hall,03-Oakwood I,Sheriff,,,GERALD COUCH,131,2,97,32,0
Hall,04-Oakwood II,Sheriff,,,GERALD COUCH,132,2,89,40,1
Hall,05-Oakwood III,Sheriff,,,GERALD COUCH,288,8,219,61,0
Hall,06-Flowery Branch I,Sheriff,,,GERALD COUCH,292,9,228,55,0
Hall,07-Flowery Branch II,Sheriff,,,GERALD COUCH,142,6,122,14,0
Hall,08-Roberts,Sheriff,,,GERALD COUCH,199,7,165,25,2
Hall,09-Morgan I,Sheriff,,,GERALD COUCH,462,5,373,84,0
Hall,10-Morgan II,Sheriff,,,GERALD COUCH,141,1,111,29,0
Hall,11-Morgan III,Sheriff,,,GERALD COUCH,275,8,211,55,1
Hall,12-Candler,Sheriff,,,GERALD COUCH,542,10,427,105,0
Hall,13-Tadmore,Sheriff,,,GERALD COUCH,221,1,167,53,0
Hall,14-Glade,Sheriff,,,GERALD COUCH,143,3,114,26,0
Hall,15-Lula,Sheriff,,,GERALD COUCH,293,3,246,44,0
Hall,16-Clermont,Sheriff,,,GERALD COUCH,570,10,497,63,0
Hall,17-Quillians,Sheriff,,,GERALD COUCH,479,10,389,80,0
Hall,18-Bark Camp,Sheriff,,,GERALD COUCH,374,8,288,78,0
Hall,19-Murrayville,Sheriff,,,GERALD COUCH,278,7,213,57,1
Hall,20-Chestatee,Sheriff,,,GERALD COUCH,433,10,285,137,1
Hall,21-Fork,Sheriff,,,GERALD COUCH,407,8,289,109,1
Hall,22-Whelchel,Sheriff,,,GERALD COUCH,691,18,525,148,0
Hall,23-West Whelchel,Sheriff,,,GERALD COUCH,838,39,615,184,0
Hall,24-Gainesville I,Sheriff,,,GERALD COUCH,305,9,239,57,0
Hall,25-Gainesville II,Sheriff,,,GERALD COUCH,88,3,71,14,0
Hall,26-Gainesville III,Sheriff,,,GERALD COUCH,158,4,98,55,1
Hall,27-Gainesville IV,Sheriff,,,GERALD COUCH,289,7,202,80,0
Hall,28-Gainesville V,Sheriff,,,GERALD COUCH,177,6,125,46,0
Hall,29-Riverbend,Sheriff,,,GERALD COUCH,173,11,111,51,0
Hall,30-New Holland,Sheriff,,,GERALD COUCH,192,15,135,41,1
Hall,31-Gillsville,Sheriff,,,GERALD COUCH,103,5,89,8,1
Hall,32-Big Hickory,Sheriff,,,GERALD COUCH,716,21,555,139,1
Hall,33-Friendship I,Sheriff,,,GERALD COUCH,378,15,296,67,0
Hall,34-Friendship II,Sheriff,,,GERALD COUCH,226,4,180,42,0
Hall,35-Friendship III,Sheriff,,,GERALD COUCH,212,3,185,24,0
Hall,,Sheriff,,,JEFF STRICKLAND,8627,320,6471,1832,4
Hall,01-Wilson,Sheriff,,,JEFF STRICKLAND,424,15,193,216,0
Hall,02-Chicopee,Sheriff,,,JEFF STRICKLAND,103,5,78,20,0
Hall,03-Oakwood I,Sheriff,,,JEFF STRICKLAND,167,3,139,24,1
Hall,04-Oakwood II,Sheriff,,,JEFF STRICKLAND,143,2,111,30,0
Hall,05-Oakwood III,Sheriff,,,JEFF STRICKLAND,298,7,211,80,0
Hall,06-Flowery Branch I,Sheriff,,,JEFF STRICKLAND,309,7,249,53,0
Hall,07-Flowery Branch II,Sheriff,,,JEFF STRICKLAND,184,10,155,19,0
Hall,08-Roberts,Sheriff,,,JEFF STRICKLAND,253,8,213,32,0
Hall,09-Morgan I,Sheriff,,,JEFF STRICKLAND,447,15,364,68,0
Hall,10-Morgan II,Sheriff,,,JEFF STRICKLAND,133,3,104,26,0
Hall,11-Morgan III,Sheriff,,,JEFF STRICKLAND,340,15,238,87,0
Hall,12-Candler,Sheriff,,,JEFF STRICKLAND,414,13,311,90,0
Hall,13-Tadmore,Sheriff,,,JEFF STRICKLAND,203,10,159,34,0
Hall,14-Glade,Sheriff,,,JEFF STRICKLAND,115,6,87,22,0
Hall,15-Lula,Sheriff,,,JEFF STRICKLAND,218,10,189,19,0
Hall,16-Clermont,Sheriff,,,JEFF STRICKLAND,250,12,208,30,0
Hall,17-Quillians,Sheriff,,,JEFF STRICKLAND,254,11,199,44,0
Hall,18-Bark Camp,Sheriff,,,JEFF STRICKLAND,256,7,196,53,0
Hall,19-Murrayville,Sheriff,,,JEFF STRICKLAND,235,1,200,34,0
Hall,20-Chestatee,Sheriff,,,JEFF STRICKLAND,242,4,158,80,0
Hall,21-Fork,Sheriff,,,JEFF STRICKLAND,308,2,230,76,0
Hall,22-Whelchel,Sheriff,,,JEFF STRICKLAND,421,14,328,78,1
Hall,23-West Whelchel,Sheriff,,,JEFF STRICKLAND,577,28,433,116,0
Hall,24-Gainesville I,Sheriff,,,JEFF STRICKLAND,283,10,195,76,2
Hall,25-Gainesville II,Sheriff,,,JEFF STRICKLAND,52,11,33,8,0
Hall,26-Gainesville III,Sheriff,,,JEFF STRICKLAND,147,9,66,72,0
Hall,27-Gainesville IV,Sheriff,,,JEFF STRICKLAND,233,12,141,80,0
Hall,28-Gainesville V,Sheriff,,,JEFF STRICKLAND,128,3,90,35,0
Hall,29-Riverbend,Sheriff,,,JEFF STRICKLAND,141,9,95,37,0
Hall,30-New Holland,Sheriff,,,JEFF STRICKLAND,131,9,99,23,0
Hall,31-Gillsville,Sheriff,,,JEFF STRICKLAND,104,7,85,12,0
Hall,32-Big Hickory,Sheriff,,,JEFF STRICKLAND,412,18,335,59,0
Hall,33-Friendship I,Sheriff,,,JEFF STRICKLAND,368,15,301,52,0
Hall,34-Friendship II,Sheriff,,,JEFF STRICKLAND,162,5,143,14,0
Hall,35-Friendship III,Sheriff,,,JEFF STRICKLAND,172,4,135,33,0
Hall,,Tax Commissioner,,,DARLA EDEN,9921,258,7516,2139,8
Hall,01-Wilson,Tax Commissioner,,,DARLA EDEN,376,6,203,167,0
Hall,02-Chicopee,Tax Commissioner,,,DARLA EDEN,73,1,64,8,0
Hall,03-Oakwood I,Tax Commissioner,,,DARLA EDEN,142,2,112,28,0
Hall,04-Oakwood II,Tax Commissioner,,,DARLA EDEN,128,0,90,38,0
Hall,05-Oakwood III,Tax Commissioner,,,DARLA EDEN,269,7,206,56,0
Hall,06-Flowery Branch I,Tax Commissioner,,,DARLA EDEN,317,7,251,59,0
Hall,07-Flowery Branch II,Tax Commissioner,,,DARLA EDEN,144,5,126,13,0
Hall,08-Roberts,Tax Commissioner,,,DARLA EDEN,252,11,206,34,1
Hall,09-Morgan I,Tax Commissioner,,,DARLA EDEN,437,8,354,75,0
Hall,10-Morgan II,Tax Commissioner,,,DARLA EDEN,114,0,93,21,0
Hall,11-Morgan III,Tax Commissioner,,,DARLA EDEN,292,5,211,76,0
Hall,12-Candler,Tax Commissioner,,,DARLA EDEN,426,5,326,95,0
Hall,13-Tadmore,Tax Commissioner,,,DARLA EDEN,220,4,166,50,0
Hall,14-Glade,Tax Commissioner,,,DARLA EDEN,131,5,97,29,0
Hall,15-Lula,Tax Commissioner,,,DARLA EDEN,236,4,201,31,0
Hall,16-Clermont,Tax Commissioner,,,DARLA EDEN,448,12,389,47,0
Hall,17-Quillians,Tax Commissioner,,,DARLA EDEN,359,8,285,66,0
Hall,18-Bark Camp,Tax Commissioner,,,DARLA EDEN,328,5,250,73,0
Hall,19-Murrayville,Tax Commissioner,,,DARLA EDEN,267,3,209,54,1
Hall,20-Chestatee,Tax Commissioner,,,DARLA EDEN,359,4,233,121,1
Hall,21-Fork,Tax Commissioner,,,DARLA EDEN,364,3,275,86,0
Hall,22-Whelchel,Tax Commissioner,,,DARLA EDEN,591,11,443,137,0
Hall,23-West Whelchel,Tax Commissioner,,,DARLA EDEN,858,48,624,186,0
Hall,24-Gainesville I,Tax Commissioner,,,DARLA EDEN,331,14,241,74,2
Hall,25-Gainesville II,Tax Commissioner,,,DARLA EDEN,93,5,70,18,0
Hall,26-Gainesville III,Tax Commissioner,,,DARLA EDEN,130,2,76,51,1
Hall,27-Gainesville IV,Tax Commissioner,,,DARLA EDEN,300,12,190,98,0
Hall,28-Gainesville V,Tax Commissioner,,,DARLA EDEN,177,3,133,41,0
Hall,29-Riverbend,Tax Commissioner,,,DARLA EDEN,176,7,121,48,0
Hall,30-New Holland,Tax Commissioner,,,DARLA EDEN,141,6,101,33,1
Hall,31-Gillsville,Tax Commissioner,,,DARLA EDEN,85,5,70,9,1
Hall,32-Big Hickory,Tax Commissioner,,,DARLA EDEN,578,16,443,119,0
Hall,33-Friendship I,Tax Commissioner,,,DARLA EDEN,423,16,346,61,0
Hall,34-Friendship II,Tax Commissioner,,,DARLA EDEN,192,3,173,16,0
Hall,35-Friendship III,Tax Commissioner,,,DARLA EDEN,164,5,138,21,0
Hall,,Tax Commissioner,,,KENT HENDERSON,8994,339,6771,1876,8
Hall,01-Wilson,Tax Commissioner,,,KENT HENDERSON,384,17,165,202,0
Hall,02-Chicopee,Tax Commissioner,,,KENT HENDERSON,113,6,74,31,2
Hall,03-Oakwood I,Tax Commissioner,,,KENT HENDERSON,146,3,115,27,1
Hall,04-Oakwood II,Tax Commissioner,,,KENT HENDERSON,136,4,102,29,1
Hall,05-Oakwood III,Tax Commissioner,,,KENT HENDERSON,291,6,204,81,0
Hall,06-Flowery Branch I,Tax Commissioner,,,KENT HENDERSON,267,9,214,44,0
Hall,07-Flowery Branch II,Tax Commissioner,,,KENT HENDERSON,173,11,144,18,0
Hall,08-Roberts,Tax Commissioner,,,KENT HENDERSON,186,4,158,23,1
Hall,09-Morgan I,Tax Commissioner,,,KENT HENDERSON,448,12,363,73,0
Hall,10-Morgan II,Tax Commissioner,,,KENT HENDERSON,152,4,114,34,0
Hall,11-Morgan III,Tax Commissioner,,,KENT HENDERSON,303,15,227,61,0
Hall,12-Candler,Tax Commissioner,,,KENT HENDERSON,503,18,391,94,0
Hall,13-Tadmore,Tax Commissioner,,,KENT HENDERSON,191,7,152,32,0
Hall,14-Glade,Tax Commissioner,,,KENT HENDERSON,120,4,99,17,0
Hall,15-Lula,Tax Commissioner,,,KENT HENDERSON,261,9,221,31,0
Hall,16-Clermont,Tax Commissioner,,,KENT HENDERSON,353,10,297,46,0
Hall,17-Quillians,Tax Commissioner,,,KENT HENDERSON,356,13,289,54,0
Hall,18-Bark Camp,Tax Commissioner,,,KENT HENDERSON,288,10,220,58,0
Hall,19-Murrayville,Tax Commissioner,,,KENT HENDERSON,239,5,196,38,0
Hall,20-Chestatee,Tax Commissioner,,,KENT HENDERSON,302,10,202,90,0
Hall,21-Fork,Tax Commissioner,,,KENT HENDERSON,315,7,216,91,1
Hall,22-Whelchel,Tax Commissioner,,,KENT HENDERSON,505,21,398,85,1
Hall,23-West Whelchel,Tax Commissioner,,,KENT HENDERSON,536,19,405,112,0
Hall,24-Gainesville I,Tax Commissioner,,,KENT HENDERSON,248,6,186,56,0
Hall,25-Gainesville II,Tax Commissioner,,,KENT HENDERSON,38,6,28,4,0
Hall,26-Gainesville III,Tax Commissioner,,,KENT HENDERSON,166,11,84,71,0
Hall,27-Gainesville IV,Tax Commissioner,,,KENT HENDERSON,213,6,149,58,0
Hall,28-Gainesville V,Tax Commissioner,,,KENT HENDERSON,128,6,82,40,0
Hall,29-Riverbend,Tax Commissioner,,,KENT HENDERSON,136,13,85,38,0
Hall,30-New Holland,Tax Commissioner,,,KENT HENDERSON,174,18,127,29,0
Hall,31-Gillsville,Tax Commissioner,,,KENT HENDERSON,117,7,99,11,0
Hall,32-Big Hickory,Tax Commissioner,,,KENT HENDERSON,532,23,434,74,1
Hall,33-Friendship I,Tax Commissioner,,,KENT HENDERSON,286,12,221,53,0
Hall,34-Friendship II,Tax Commissioner,,,KENT HENDERSON,180,5,139,36,0
Hall,35-Friendship III,Tax Commissioner,,,KENT HENDERSON,208,2,171,35,0
Hall,,County Comm at Large,,,DICK MECUM,13349,398,9940,2999,12
Hall,01-Wilson,County Comm at Large,,,DICK MECUM,557,14,274,269,0
Hall,02-Chicopee,County Comm at Large,,,DICK MECUM,125,5,90,28,2
Hall,03-Oakwood I,County Comm at Large,,,DICK MECUM,180,4,140,36,0
Hall,04-Oakwood II,County Comm at Large,,,DICK MECUM,186,1,134,50,1
Hall,05-Oakwood III,County Comm at Large,,,DICK MECUM,361,11,252,98,0
Hall,06-Flowery Branch I,County Comm at Large,,,DICK MECUM,392,11,305,76,0
Hall,07-Flowery Branch II,County Comm at Large,,,DICK MECUM,212,10,177,25,0
Hall,08-Roberts,County Comm at Large,,,DICK MECUM,276,6,225,43,2
Hall,09-Morgan I,County Comm at Large,,,DICK MECUM,549,14,432,103,0
Hall,10-Morgan II,County Comm at Large,,,DICK MECUM,178,1,143,34,0
Hall,11-Morgan III,County Comm at Large,,,DICK MECUM,343,11,248,84,0
Hall,12-Candler,County Comm at Large,,,DICK MECUM,604,11,467,126,0
Hall,13-Tadmore,County Comm at Large,,,DICK MECUM,270,6,204,60,0
Hall,14-Glade,County Comm at Large,,,DICK MECUM,170,3,131,36,0
Hall,15-Lula,County Comm at Large,,,DICK MECUM,382,11,319,52,0
Hall,16-Clermont,County Comm at Large,,,DICK MECUM,651,21,550,80,0
Hall,17-Quillians,County Comm at Large,,,DICK MECUM,548,11,448,89,0
Hall,18-Bark Camp,County Comm at Large,,,DICK MECUM,487,12,373,102,0
Hall,19-Murrayville,County Comm at Large,,,DICK MECUM,347,2,282,63,0
Hall,20-Chestatee,County Comm at Large,,,DICK MECUM,498,8,335,154,1
Hall,21-Fork,County Comm at Large,,,DICK MECUM,520,7,358,154,1
Hall,22-Whelchel,County Comm at Large,,,DICK MECUM,840,24,625,190,1
Hall,23-West Whelchel,County Comm at Large,,,DICK MECUM,990,46,722,222,0
Hall,24-Gainesville I,County Comm at Large,,,DICK MECUM,410,13,302,93,2
Hall,25-Gainesville II,County Comm at Large,,,DICK MECUM,92,10,68,14,0
Hall,26-Gainesville III,County Comm at Large,,,DICK MECUM,210,5,113,91,1
