candidate_party,county,race,vote_type,votes
"OTHA E. THORNTON, JR  (DEM)",Lanier,State School Superintendent - DEM,Advance in Person,13
"OTHA E. THORNTON, JR  (DEM)",Laurens,State School Superintendent - DEM,Advance in Person,67
"OTHA E. THORNTON, JR  (DEM)",Lee,State School Superintendent - DEM,Advance in Person,16
"OTHA E. THORNTON, JR  (DEM)",Liberty,State School Superintendent - DEM,Advance in Person,127
"OTHA E. THORNTON, JR  (DEM)",Lincoln,State School Superintendent - DEM,Advance in Person,23
"OTHA E. THORNTON, JR  (DEM)",Long,State School Superintendent - DEM,Advance in Person,11
"OTHA E. THORNTON, JR  (DEM)",Lowndes,State School Superintendent - DEM,Advance in Person,161
"OTHA E. THORNTON, JR  (DEM)",Lumpkin,State School Superintendent - DEM,Advance in Person,14
"OTHA E. THORNTON, JR  (DEM)",Macon,State School Superintendent - DEM,Advance in Person,34
"OTHA E. THORNTON, JR  (DEM)",Madison,State School Superintendent - DEM,Advance in Person,16
"OTHA E. THORNTON, JR  (DEM)",Marion,State School Superintendent - DEM,Advance in Person,17
"OTHA E. THORNTON, JR  (DEM)",McDuffie,State School Superintendent - DEM,Advance in Person,32
"OTHA E. THORNTON, JR  (DEM)",McIntosh,State School Superintendent - DEM,Advance in Person,23
"OTHA E. THORNTON, JR  (DEM)",Meriwether,State School Superintendent - DEM,Advance in Person,6
"OTHA E. THORNTON, JR  (DEM)",Miller,State School Superintendent - DEM,Advance in Person,8
"OTHA E. THORNTON, JR  (DEM)",Mitchell,State School Superintendent - DEM,Advance in Person,74
"OTHA E. THORNTON, JR  (DEM)",Monroe,State School Superintendent - DEM,Advance in Person,49
"OTHA E. THORNTON, JR  (DEM)",Montgomery,State School Superintendent - DEM,Advance in Person,17
"OTHA E. THORNTON, JR  (DEM)",Morgan,State School Superintendent - DEM,Advance in Person,27
"OTHA E. THORNTON, JR  (DEM)",Murray,State School Superintendent - DEM,Advance in Person,4
"OTHA E. THORNTON, JR  (DEM)",Muscogee,State School Superintendent - DEM,Advance in Person,367
"OTHA E. THORNTON, JR  (DEM)",Newton,State School Superintendent - DEM,Advance in Person,267
"OTHA E. THORNTON, JR  (DEM)",Oconee,State School Superintendent - DEM,Advance in Person,30
"OTHA E. THORNTON, JR  (DEM)",Oglethorpe,State School Superintendent - DEM,Advance in Person,13
"OTHA E. THORNTON, JR  (DEM)",Paulding,State School Superintendent - DEM,Advance in Person,140
"OTHA E. THORNTON, JR  (DEM)",Peach,State School Superintendent - DEM,Advance in Person,118
"OTHA E. THORNTON, JR  (DEM)",Pickens,State School Superintendent - DEM,Advance in Person,8
"OTHA E. THORNTON, JR  (DEM)",Pierce,State School Superintendent - DEM,Advance in Person,12
"OTHA E. THORNTON, JR  (DEM)",Pike,State School Superintendent - DEM,Advance in Person,4
"OTHA E. THORNTON, JR  (DEM)",Polk,State School Superintendent - DEM,Advance in Person,19
"OTHA E. THORNTON, JR  (DEM)",Pulaski,State School Superintendent - DEM,Advance in Person,23
"OTHA E. THORNTON, JR  (DEM)",Putnam,State School Superintendent - DEM,Advance in Person,21
"OTHA E. THORNTON, JR  (DEM)",Quitman,State School Superintendent - DEM,Advance in Person,33
"OTHA E. THORNTON, JR  (DEM)",Rabun,State School Superintendent - DEM,Advance in Person,17
"OTHA E. THORNTON, JR  (DEM)",Randolph,State School Superintendent - DEM,Advance in Person,111
"OTHA E. THORNTON, JR  (DEM)",Richmond,State School Superintendent - DEM,Advance in Person,406
"OTHA E. THORNTON, JR  (DEM)",Rockdale,State School Superintendent - DEM,Advance in Person,450
"OTHA E. THORNTON, JR  (DEM)",Schley,State School Superintendent - DEM,Advance in Person,7
"OTHA E. THORNTON, JR  (DEM)",Screven,State School Superintendent - DEM,Advance in Person,22
"OTHA E. THORNTON, JR  (DEM)",Seminole,State School Superintendent - DEM,Advance in Person,57
"OTHA E. THORNTON, JR  (DEM)",Spalding,State School Superintendent - DEM,Advance in Person,43
"OTHA E. THORNTON, JR  (DEM)",Stephens,State School Superintendent - DEM,Advance in Person,29
"OTHA E. THORNTON, JR  (DEM)",Stewart,State School Superintendent - DEM,Advance in Person,14
"OTHA E. THORNTON, JR  (DEM)",Sumter,State School Superintendent - DEM,Advance in Person,161
"OTHA E. THORNTON, JR  (DEM)",Talbot,State School Superintendent - DEM,Advance in Person,17
"OTHA E. THORNTON, JR  (DEM)",Taliaferro,State School Superintendent - DEM,Advance in Person,55
"OTHA E. THORNTON, JR  (DEM)",Tattnall,State School Superintendent - DEM,Advance in Person,21
"OTHA E. THORNTON, JR  (DEM)",Taylor,State School Superintendent - DEM,Advance in Person,13
"OTHA E. THORNTON, JR  (DEM)",Telfair,State School Superintendent - DEM,Advance in Person,10
"OTHA E. THORNTON, JR  (DEM)",Terrell,State School Superintendent - DEM,Advance in Person,42
"OTHA E. THORNTON, JR  (DEM)",Thomas,State School Superintendent - DEM,Advance in Person,66
"OTHA E. THORNTON, JR  (DEM)",Tift,State School Superintendent - DEM,Advance in Person,15
"OTHA E. THORNTON, JR  (DEM)",Toombs,State School Superintendent - DEM,Advance in Person,11
"OTHA E. THORNTON, JR  (DEM)",Towns,State School Superintendent - DEM,Advance in Person,7
"OTHA E. THORNTON, JR  (DEM)",Treutlen,State School Superintendent - DEM,Advance in Person,24
"OTHA E. THORNTON, JR  (DEM)",Troup,State School Superintendent - DEM,Advance in Person,73
"OTHA E. THORNTON, JR  (DEM)",Turner,State School Superintendent - DEM,Advance in Person,10
"OTHA E. THORNTON, JR  (DEM)",Twiggs,State School Superintendent - DEM,Advance in Person,59
"OTHA E. THORNTON, JR  (DEM)",Union,State School Superintendent - DEM,Advance in Person,9
"OTHA E. THORNTON, JR  (DEM)",Upson,State School Superintendent - DEM,Advance in Person,24
"OTHA E. THORNTON, JR  (DEM)",Walker,State School Superintendent - DEM,Advance in Person,6
"OTHA E. THORNTON, JR  (DEM)",Walton,State School Superintendent - DEM,Advance in Person,15
"OTHA E. THORNTON, JR  (DEM)",Ware,State School Superintendent - DEM,Advance in Person,78
"OTHA E. THORNTON, JR  (DEM)",Warren,State School Superintendent - DEM,Advance in Person,16
"OTHA E. THORNTON, JR  (DEM)",Washington,State School Superintendent - DEM,Advance in Person,50
"OTHA E. THORNTON, JR  (DEM)",Wayne,State School Superintendent - DEM,Advance in Person,51
"OTHA E. THORNTON, JR  (DEM)",Webster,State School Superintendent - DEM,Advance in Person,1
"OTHA E. THORNTON, JR  (DEM)",Wheeler,State School Superintendent - DEM,Advance in Person,4
"OTHA E. THORNTON, JR  (DEM)",White,State School Superintendent - DEM,Advance in Person,14
"OTHA E. THORNTON, JR  (DEM)",Whitfield,State School Superintendent - DEM,Advance in Person,10
"OTHA E. THORNTON, JR  (DEM)",Wilcox,State School Superintendent - DEM,Advance in Person,5
"OTHA E. THORNTON, JR  (DEM)",Wilkes,State School Superintendent - DEM,Advance in Person,28
"OTHA E. THORNTON, JR  (DEM)",Wilkinson,State School Superintendent - DEM,Advance in Person,51
"OTHA E. THORNTON, JR  (DEM)",Worth,State School Superintendent - DEM,Advance in Person,31
"OTHA E. THORNTON, JR  (DEM)",Appling,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Atkinson,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Bacon,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Baker,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Baldwin,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Banks,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Barrow,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Bartow,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Ben Hill,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Berrien,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Bibb,State School Superintendent - DEM,Provisional,10
"OTHA E. THORNTON, JR  (DEM)",Bleckley,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Brantley,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Brooks,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Bryan,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Bulloch,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Burke,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Butts,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Calhoun,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Camden,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Candler,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Carroll,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Catoosa,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Charlton,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Chatham,State School Superintendent - DEM,Provisional,7
"OTHA E. THORNTON, JR  (DEM)",Chattahoochee,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Chattooga,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Cherokee,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Clarke,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Clay,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Clayton,State School Superintendent - DEM,Provisional,2
"OTHA E. THORNTON, JR  (DEM)",Clinch,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Cobb,State School Superintendent - DEM,Provisional,97
"OTHA E. THORNTON, JR  (DEM)",Coffee,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Colquitt,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Columbia,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Cook,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Coweta,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Crawford,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Crisp,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Dade,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Dawson,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Decatur,State School Superintendent - DEM,Provisional,4
"OTHA E. THORNTON, JR  (DEM)",DeKalb,State School Superintendent - DEM,Provisional,177
"OTHA E. THORNTON, JR  (DEM)",Dodge,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Dooly,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Dougherty,State School Superintendent - DEM,Provisional,2
"OTHA E. THORNTON, JR  (DEM)",Douglas,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Early,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Echols,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Effingham,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Elbert,State School Superintendent - DEM,Provisional,9
"OTHA E. THORNTON, JR  (DEM)",Emanuel,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Evans,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Fannin,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Fayette,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Floyd,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Forsyth,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Franklin,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Fulton,State School Superintendent - DEM,Provisional,212
"OTHA E. THORNTON, JR  (DEM)",Gilmer,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Glascock,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Glynn,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Gordon,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Grady,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Greene,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Gwinnett,State School Superintendent - DEM,Provisional,245
"OTHA E. THORNTON, JR  (DEM)",Habersham,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Hall,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Hancock,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Haralson,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Harris,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Hart,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Heard,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Henry,State School Superintendent - DEM,Provisional,4
"OTHA E. THORNTON, JR  (DEM)",Houston,State School Superintendent - DEM,Provisional,4
"OTHA E. THORNTON, JR  (DEM)",Irwin,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Jackson,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Jasper,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Jeff Davis,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Jefferson,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Jenkins,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Johnson,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Jones,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Lamar,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Lanier,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Laurens,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Lee,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Liberty,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Lincoln,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Long,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Lowndes,State School Superintendent - DEM,Provisional,4
"OTHA E. THORNTON, JR  (DEM)",Lumpkin,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Macon,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Madison,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Marion,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",McDuffie,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",McIntosh,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Meriwether,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Miller,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Mitchell,State School Superintendent - DEM,Provisional,1
"OTHA E. THORNTON, JR  (DEM)",Monroe,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Montgomery,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Morgan,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Murray,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Muscogee,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Newton,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Oconee,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Oglethorpe,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Paulding,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Peach,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Pickens,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Pierce,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Pike,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Polk,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Pulaski,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Putnam,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Quitman,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Rabun,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Randolph,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Richmond,State School Superintendent - DEM,Provisional,2
"OTHA E. THORNTON, JR  (DEM)",Rockdale,State School Superintendent - DEM,Provisional,2
"OTHA E. THORNTON, JR  (DEM)",Schley,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Screven,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Seminole,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Spalding,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Stephens,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Stewart,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Sumter,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Talbot,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Taliaferro,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Tattnall,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Taylor,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Telfair,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Terrell,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Thomas,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Tift,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Toombs,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Towns,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Treutlen,State School Superintendent - DEM,Provisional,0
"OTHA E. THORNTON, JR  (DEM)",Troup,State School Superintendent - DEM,Provisional,2
"OTHA E. THORNTON, JR  (DEM)",Turner,State School Superintendent - DEM,Provisional,0
